timestamp,grain_id,perimeter,avg_area_of_neighbors,number_of_neighbors,vulnerable,area,circularity,area_perimeter_ratio,is_vulnerable
0,632,59,279.8333333333333,6,0.0,306,1.1046565377747506,5.186440677966102,0
0,634,46,321.8333333333333,6,0.0,199,1.1818089566434193,4.326086956521739,0
0,660,73,308.6666666666667,6,0.0,251,0.5918857241891823,3.4383561643835616,0
0,662,69,322.0,7,0.0,400,1.0557757289946794,5.797101449275362,0
0,666,44,409.0,5,0.0,180,1.168360904227609,4.090909090909091,0
0,674,39,342.0,5,0.0,147,1.2145013019794861,3.769230769230769,0
0,678,137,369.42857142857144,7,0.0,688,0.46063524869087913,5.021897810218978,0
0,687,15,349.5,4,0.0,24,1.340412865531645,1.6,0
0,689,73,432.6666666666667,6,0.0,440,1.0375686001722717,6.027397260273973,0
0,692,51,480.0,5,0.0,266,1.28514209281797,5.215686274509804,0
0,697,70,415.1666666666667,6,0.0,446,1.1437961824498348,6.371428571428571,0
0,713,56,302.3333333333333,6,0.0,288,1.1540544441758425,5.142857142857143,0
0,717,109,335.5,10,0.0,979,1.035474861666327,8.98165137614679,0
0,724,54,333.6666666666667,6,0.0,279,1.2023379291516492,5.166666666666667,0
0,728,50,363.4,5,0.0,225,1.1309733552923256,4.5,0
0,731,50,344.3333333333333,6,0.0,249,1.2516105131901736,4.98,0
0,732,54,340.0,6,0.0,262,1.1290771951173193,4.851851851851852,0
0,753,46,500.0,5,0.0,231,1.3718485878624618,5.021739130434782,0
0,754,45,289.6,5,0.0,196,1.2163005631676038,4.355555555555555,0
0,773,115,398.0,6,0.0,408,0.3876808476868463,3.5478260869565217,0
0,775,80,251.71428571428572,7,0.0,611,1.1996956945896022,7.6375,0
0,777,65,401.5,6,0.0,372,1.1064354718441685,5.723076923076923,0
0,779,118,611.4,5,0.0,534,0.4819334895193765,4.52542372881356,0
0,782,29,338.75,4,0.0,78,1.1654897834958566,2.689655172413793,0
0,792,39,425.3333333333333,6,0.0,158,1.305382351787475,4.051282051282051,0
0,806,76,349.42857142857144,7,0.0,495,1.0769309996724015,6.5131578947368425,0
0,808,43,464.5,4,0.0,201,1.3660575951791205,4.674418604651163,0
0,818,24,336.6,5,0.0,57,1.2435470920459597,2.375,0
0,819,68,464.6666666666667,6,0.0,433,1.1767384247442738,6.367647058823529,0
0,840,93,428.6666666666667,6,0.0,353,0.5128834347171682,3.795698924731183,0
0,846,33,386.2,5,0.0,105,1.2116335303101131,3.1818181818181817,0
0,849,79,508.8,5,0.0,532,1.0711919831499888,6.734177215189874,0
0,869,42,470.6,5,0.0,172,1.2252923728286722,4.095238095238095,0
0,877,98,425.125,8,0.0,864,1.1305023126620497,8.816326530612244,0
0,879,81,361.14285714285717,7,0.0,523,1.00170886012953,6.45679012345679,0
0,886,62,512.0,6,0.0,358,1.1703331633560312,5.774193548387097,0
0,893,43,397.25,4,0.0,168,1.1417794825377723,3.9069767441860463,0
0,897,66,449.85714285714283,7,0.0,421,1.2145183720489465,6.378787878787879,0
0,899,67,306.125,8,0.0,385,1.0777573371637963,5.746268656716418,0
0,903,140,331.3333333333333,9,0.0,674,0.4321292752080654,4.814285714285714,0
0,908,42,541.4,5,0.0,180,1.282282715750936,4.285714285714286,0
0,930,71,306.6666666666667,6,0.0,489,1.2189952847493821,6.887323943661972,0
0,943,77,300.42857142857144,7,0.0,549,1.1635920842103533,7.12987012987013,0
0,944,43,529.1666666666666,6,0.0,197,1.3388723694044113,4.5813953488372094,0
0,948,78,316.3333333333333,6,0.0,501,1.0348046807682356,6.423076923076923,0
0,953,47,461.6,5,0.0,205,1.166186498842748,4.361702127659575,0
0,954,67,393.2857142857143,7,0.0,462,1.2933088045965555,6.895522388059701,0
0,959,68,454.6666666666667,6,0.0,435,1.1821737061518685,6.397058823529412,0
0,962,53,266.3333333333333,6,0.0,279,1.248137202351801,5.264150943396227,0
0,969,101,328.8,10,0.0,900,1.1086887121775566,8.910891089108912,0
0,973,74,359.5,8,0.0,573,1.3149251939422582,7.743243243243243,0
0,987,56,437.1666666666667,6,0.0,316,1.2662541818040494,5.642857142857143,0
0,1004,59,406.8,5,0.0,329,1.1876862775421337,5.576271186440678,0
0,1007,46,334.3333333333333,6,0.0,195,1.158054002741039,4.239130434782608,0
0,1031,59,409.4,5,0.0,265,0.9566470016676761,4.491525423728813,0
0,1032,62,333.0,6,0.0,344,1.1245659446773038,5.548387096774194,0
0,1043,47,256.6666666666667,6,0.0,226,1.2856495060412734,4.808510638297872,0
0,1049,34,493.0,4,0.0,103,1.1196679699645282,3.0294117647058822,0
0,1066,46,249.83333333333334,6,0.0,220,1.306522464630916,4.782608695652174,0
0,1075,36,339.0,5,0.0,131,1.2702118445069843,3.638888888888889,0
0,1076,38,410.8333333333333,6,0.0,137,1.1922387632736888,3.6052631578947367,0
0,1078,30,394.0,4,0.0,64,0.8936085770210968,2.1333333333333333,0
0,1079,44,302.6666666666667,6,0.0,189,1.2267789494389896,4.295454545454546,0
0,1099,40,295.4,5,0.0,179,1.4058627124814325,4.475,0
0,1103,65,345.5,6,0.0,382,1.1361783608722376,5.876923076923077,0
0,1105,72,500.6666666666667,6,0.0,461,1.1174955349574804,6.402777777777778,0
0,1111,84,550.1666666666666,6,0.0,392,0.6981317007977318,4.666666666666667,0
0,1112,66,419.5,6,0.0,325,0.9375735651209207,4.924242424242424,0
0,1114,53,388.2857142857143,7,0.0,274,1.2257691521304426,5.169811320754717,0
0,1121,64,316.5,6,0.0,359,1.1013982057018903,5.609375,0
0,1123,39,503.6,5,0.0,146,1.206239388360578,3.7435897435897436,0
0,1129,63,299.5,6,0.0,376,1.1904649410428443,5.968253968253968,0
0,1133,60,292.85714285714283,7,0.0,323,1.127482696788337,5.383333333333334,0
0,1138,67,411.57142857142856,7,0.0,344,0.9629831791801192,5.134328358208955,0
0,1143,32,563.4,5,0.0,108,1.325359400733194,3.375,0
0,1148,51,396.8,5,0.0,239,1.1546953390356947,4.686274509803922,0
0,1183,32,390.6,5,0.0,93,1.141281706186917,2.90625,0
0,1189,37,257.8,5,0.0,129,1.1841211170579498,3.4864864864864864,0
0,1196,65,423.5,6,0.0,428,1.2729956504013553,6.584615384615384,0
0,1201,57,251.42857142857142,7,0.0,276,1.0675033208873905,4.842105263157895,0
0,1219,81,312.0,6,0.0,568,1.0878979589934477,7.012345679012346,0
0,1240,102,460.3333333333333,6,0.0,365,0.4408617141715781,3.5784313725490198,0
0,1242,60,515.0,5,0.0,311,1.085594794740473,5.183333333333334,0
0,1243,65,448.2,5,0.0,373,1.1094097607469755,5.7384615384615385,0
0,1245,78,341.75,8,0.0,560,1.1566679066471295,7.17948717948718,0
0,1248,77,355.0,6,0.0,584,1.2377737289232176,7.584415584415584,0
0,1266,82,276.5,8,0.0,573,1.070870071687657,6.987804878048781,0
0,1268,87,366.75,8,0.0,695,1.1538680904980347,7.988505747126437,0
0,1274,55,257.1666666666667,6,0.0,268,1.1133181238506638,4.872727272727273,0
0,1277,82,428.57142857142856,7,0.0,578,1.0802144876709698,7.048780487804878,0
0,1280,49,495.4,5,0.0,231,1.2090094177080255,4.714285714285714,0
0,1294,42,397.3333333333333,6,0.0,171,1.2181685799633892,4.071428571428571,0
0,1304,74,233.375,8,0.0,480,1.10150801586786,6.486486486486487,0
0,1310,49,267.8333333333333,6,0.0,215,1.1252685056589846,4.387755102040816,0
0,1311,48,304.4,5,0.0,235,1.2817261694333357,4.895833333333333,0
0,1315,48,358.6666666666667,6,0.0,245,1.3362677085581585,5.104166666666667,0
0,1328,67,307.1666666666667,6,0.0,411,1.1505409495436891,6.134328358208955,0
0,1332,17,553.75,4,0.0,30,1.3044675378227513,1.7647058823529411,0
0,1333,57,534.4285714285714,7,0.0,324,1.253156072346067,5.684210526315789,0
0,1339,78,394.0,7,0.0,571,1.1793881690991268,7.32051282051282,0
0,1346,61,470.3333333333333,6,0.0,341,1.1516077343446594,5.590163934426229,0
0,1364,67,536.5714285714286,7,0.0,382,1.0693592280430395,5.701492537313433,0
0,1367,40,442.75,4,0.0,130,1.0210176124166828,3.25,0
0,1371,80,294.2857142857143,7,0.0,574,1.1270463644753383,7.175,0
0,1375,74,578.3333333333334,6,0.0,463,1.0624962736392067,6.256756756756757,0
0,1380,95,439.5,6,0.0,322,0.44835139477270397,3.389473684210526,0
0,1389,64,520.8333333333334,6,0.0,380,1.1658253987930873,5.9375,0
0,1393,49,387.4,5,0.0,233,1.2194770317141554,4.755102040816326,0
0,1400,60,362.5,6,0.0,367,1.281071670963838,6.116666666666666,0
0,1407,78,326.5,8,0.0,607,1.2537453916692993,7.782051282051282,0
0,1422,30,292.8,5,0.0,92,1.2845623294678266,3.066666666666667,0
0,1425,45,335.0,5,0.0,194,1.2038893329311997,4.311111111111111,0
0,1429,73,358.42857142857144,7,0.0,468,1.103595692910507,6.410958904109589,0
0,1432,49,325.0,5,0.0,239,1.2508798737325457,4.877551020408164,0
0,1444,49,330.6666666666667,6,0.0,230,1.2037756107049604,4.6938775510204085,0
0,1457,51,297.8,5,0.0,236,1.1402012552821086,4.627450980392157,0
0,1470,63,355.5,6,0.0,363,1.1493052489323206,5.761904761904762,0
0,1486,59,545.8,5,0.0,292,1.0541166961772128,4.9491525423728815,0
0,1488,39,380.6,5,0.0,169,1.3962634015954636,4.333333333333333,0
0,1489,50,467.4,5,0.0,238,1.1963184824869932,4.76,0
0,1492,13,343.6,5,0.0,20,1.4871444514034524,1.5384615384615385,0
0,1511,31,524.4,5,0.0,99,1.2945584711982916,3.193548387096774,0
0,1514,2,363.0,3,0.0,2,6.283185307179586,1.0,0
0,1520,30,283.4,5,0.0,91,1.270599695451872,3.033333333333333,0
0,1524,63,333.5,6,0.0,370,1.1714681600687562,5.873015873015873,0
0,1533,2,510.0,3,0.0,2,6.283185307179586,1.0,0
0,1537,81,361.0,8,0.0,624,1.1951555042463227,7.703703703703703,0
0,1545,68,342.57142857142856,7,0.0,442,1.2011971910784505,6.5,0
0,1575,41,491.0,5,0.0,154,1.151232049144148,3.7560975609756095,0
0,1578,69,364.1666666666667,6,0.0,401,1.058415168317166,5.811594202898551,0
0,1582,70,381.2857142857143,7,0.0,410,1.0514718269157675,5.857142857142857,0
0,1605,41,526.25,4,0.0,181,1.3530714343837063,4.414634146341464,0
0,1616,95,391.5,8,0.0,763,1.062397870222277,8.031578947368422,0
0,1622,93,461.85714285714283,7,0.0,730,1.0606371312847955,7.849462365591398,0
0,1625,14,424.75,4,0.0,23,1.4746251231135763,1.6428571428571428,0
0,1647,58,319.0,6,0.0,330,1.2327295786975405,5.689655172413793,0
0,1650,34,443.4,5,0.0,120,1.3044675378227513,3.5294117647058822,0
0,1665,60,498.0,6,0.0,326,1.1379546723003027,5.433333333333334,0
0,1666,30,661.75,4,0.0,89,1.2426744274199626,2.966666666666667,0
0,1669,30,299.4,5,0.0,100,1.3962634015954636,3.3333333333333335,0
0,1672,37,460.8,5,0.0,126,1.1565834166612534,3.4054054054054053,0
0,1674,50,341.6666666666667,6,0.0,261,1.3119290921390976,5.22,0
0,1686,53,386.4,5,0.0,218,0.975246989651228,4.113207547169812,0
0,1687,46,360.8333333333333,6,0.0,216,1.2827675107285355,4.695652173913044,0
0,1697,69,462.3333333333333,6,0.0,396,1.0452179717047327,5.739130434782608,0
0,1710,54,355.2,5,0.0,265,1.142005559946907,4.907407407407407,0
0,1711,84,294.2857142857143,7,0.0,640,1.1398068584452765,7.619047619047619,0
0,1713,46,304.6666666666667,6,0.0,223,1.324338680057701,4.8478260869565215,0
0,1716,54,467.2,5,0.0,260,1.1204582852309275,4.814814814814815,0
0,1723,48,340.6666666666667,6,0.0,214,1.1671889372712079,4.458333333333333,0
0,1733,125,344.5,8,0.0,711,0.5718201284357998,5.688,0
0,1744,61,414.6666666666667,6,0.0,340,1.1482305855635901,5.573770491803279,0
0,1757,50,602.0,5,0.0,210,1.0555751316061706,4.2,0
0,1758,76,394.42857142857144,7,0.0,496,1.0791066178535578,6.526315789473684,0
0,1761,42,530.5,4,0.0,139,0.9902072082743338,3.3095238095238093,0
0,1788,66,450.3333333333333,6,0.0,379,1.0933550190179353,5.742424242424242,0
0,1796,44,413.6,5,0.0,186,1.2073062677018624,4.2272727272727275,0
0,1799,37,370.2,5,0.0,131,1.202479583989081,3.5405405405405403,0
0,1803,86,391.5,8,0.0,694,1.1791591679779971,8.069767441860465,0
0,1806,87,410.0,8,0.0,714,1.185412685777837,8.206896551724139,0
0,1818,40,595.5,4,0.0,181,1.4215706757493813,4.525,0
0,1819,49,514.2,5,0.0,246,1.287516522754001,5.020408163265306,0
0,1828,61,232.0,6,0.0,303,1.0232760806640229,4.967213114754099,0
0,1829,130,352.1666666666667,6,0.0,477,0.3546839516597234,3.669230769230769,0
0,1839,94,283.9,10,0.0,852,1.2116962158707576,9.063829787234043,0
0,1842,94,357.375,8,0.0,812,1.1548090695857456,8.638297872340425,0
0,1848,34,346.6,5,0.0,123,1.3370792262683202,3.6176470588235294,0
0,1849,40,395.8,5,0.0,182,1.4294246573833558,4.55,0
0,1850,32,340.8,5,0.0,111,1.3621749396424494,3.46875,0
0,1852,73,285.42857142857144,7,0.0,439,1.0352104897173346,6.013698630136986,0
0,1868,60,297.7142857142857,7,0.0,355,1.239183768915974,5.916666666666667,0
0,1869,60,335.0,5,0.0,362,1.2636183784438946,6.033333333333333,0
0,1881,22,452.4,5,0.0,53,1.3760695094236284,2.409090909090909,0
0,1882,72,408.57142857142856,7,0.0,468,1.1344640137963142,6.5,0
0,1904,69,425.14285714285717,7,0.0,420,1.1085645154444135,6.086956521739131,0
0,1907,53,174.57142857142858,7,0.0,274,1.2257691521304426,5.169811320754717,0
0,1922,27,447.6,5,0.0,75,1.2928364829587626,2.7777777777777777,0
0,1927,18,578.0,3,0.0,31,1.2023379291516492,1.7222222222222223,0
0,1952,104,359.6666666666667,9,0.0,980,1.1385949706057683,9.423076923076923,0
0,1955,50,479.8,5,0.0,213,1.0706547763434016,4.26,0
0,1961,67,444.1666666666667,6,0.0,460,1.2877100651827178,6.865671641791045,0
0,1963,60,367.14285714285717,7,0.0,355,1.239183768915974,5.916666666666667,0
0,1972,78,340.2857142857143,7,0.0,567,1.1711262554802186,7.269230769230769,0
0,1977,155,390.0,6,0.0,482,0.25211199317881877,3.109677419354839,0
0,1987,23,413.2,5,0.0,58,1.3777873263380567,2.5217391304347827,0
0,2010,78,368.2857142857143,7,0.0,565,1.1669952986707648,7.243589743589744,0
0,2018,55,482.8,5,0.0,266,1.105009779642823,4.836363636363636,0
0,2033,46,485.0,5,0.0,212,1.2590125568261552,4.608695652173913,0
0,2042,55,326.6666666666667,6,0.0,264,1.0967014354349824,4.8,0
0,2043,35,399.4,5,0.0,119,1.220733145394891,3.4,0
0,2052,46,378.25,4,0.0,96,0.5701188936571269,2.0869565217391304,0
0,2061,53,538.6,5,0.0,255,1.1407705612892804,4.811320754716981,0
0,2076,75,278.85714285714283,7,0.0,533,1.1907334288806113,7.1066666666666665,0
0,2084,85,322.0,9,0.0,656,1.1409742730822998,7.7176470588235295,0
0,2087,62,246.0,6,0.0,376,1.229176730228681,6.064516129032258,0
0,2090,110,363.5,8,0.0,530,0.5504278037694513,4.818181818181818,0
0,2092,39,431.8,5,0.0,160,1.321906179025291,4.102564102564102,0
0,2094,51,321.4,5,0.0,225,1.0870562815189595,4.411764705882353,0
0,2096,44,436.1666666666667,6,0.0,173,1.1229246468409797,3.9318181818181817,0
0,2097,122,382.75,8,0.0,510,0.4305864695863463,4.180327868852459,0
0,2115,62,334.0,6,0.0,295,0.9643806793017575,4.758064516129032,0
0,2119,68,355.875,8,0.0,410,1.1142326885569336,6.029411764705882,0
0,2128,54,477.0,5,0.0,285,1.2281946588108246,5.277777777777778,0
0,2129,16,334.0,5,0.0,21,1.030835089459151,1.3125,0
0,2134,74,538.8333333333334,6,0.0,525,1.2047743923554721,7.094594594594595,0
0,2135,64,342.57142857142856,7,0.0,364,1.1167380135807468,5.6875,0
0,2142,103,445.375,8,0.0,872,1.032884831343312,8.466019417475728,0
0,2144,46,660.0,5,0.0,196,1.163992741216634,4.260869565217392,0
0,2147,102,404.7142857142857,7,0.0,759,0.9167507974143226,7.4411764705882355,0
0,2162,3,397.25,4,0.0,3,4.1887902047863905,1.0,0
0,2169,68,425.0,7,0.0,409,1.1115150478531362,6.014705882352941,0
0,2170,85,433.75,8,0.0,645,1.1218420825275663,7.588235294117647,0
0,2175,104,389.375,8,0.0,931,1.0816652220754799,8.951923076923077,0
0,2178,34,522.8,5,0.0,118,1.2827264121923723,3.4705882352941178,0
0,2182,72,471.3333333333333,6,0.0,484,1.1732491082850771,6.722222222222222,0
0,2185,41,472.2,5,0.0,158,1.1811341802907491,3.8536585365853657,0
0,2198,87,326.5,8,0.0,585,0.9712414862465473,6.724137931034483,0
0,2207,41,372.6,5,0.0,182,1.3605469671703565,4.439024390243903,0
0,2213,5,373.0,4,0.0,5,2.5132741228718345,1.0,0
0,2230,48,224.33333333333334,6,0.0,236,1.287180323345818,4.916666666666667,0
0,2233,52,300.1666666666667,6,0.0,252,1.1711262554802189,4.846153846153846,0
0,2234,76,384.8333333333333,6,0.0,480,1.0442967269550558,6.315789473684211,0
0,2241,87,545.4285714285714,7,0.0,663,1.10074035107942,7.620689655172414,0
0,2252,34,305.8,5,0.0,116,1.260985286561993,3.411764705882353,0
0,2257,58,455.0,6,0.0,308,1.1505476067843714,5.310344827586207,0
0,2266,69,416.0,7,0.0,453,1.1956660130864745,6.565217391304348,0
0,2270,83,224.0,8,0.0,656,1.1966234755435645,7.903614457831325,0
0,2271,10,359.8,5,0.0,13,1.6336281798666925,1.3,0
0,2278,71,312.0,6,0.0,520,1.2962731044369706,7.323943661971831,0
0,2281,118,363.625,8,0.0,812,0.7328277031642954,6.88135593220339,0
0,2290,64,324.6666666666667,6,0.0,393,1.205708899278114,6.140625,0
0,2301,74,497.8333333333333,6,0.0,568,1.3034511521103014,7.675675675675675,0
0,2318,19,667.25,4,0.0,34,1.1835362905490634,1.7894736842105263,0
0,2320,83,346.0,7,0.0,634,1.1564928102052134,7.63855421686747,0
0,2326,85,477.6,5,0.0,272,0.4730868937170512,3.2,0
0,2331,62,476.3333333333333,6,0.0,362,1.1834095115499532,5.838709677419355,0
0,2332,70,424.3333333333333,6,0.0,468,1.200216621942876,6.685714285714286,0
0,2333,51,671.0,4,0.0,272,1.3141302603251424,5.333333333333333,0
0,2335,79,418.14285714285717,7,0.0,566,1.1396516211708527,7.1645569620253164,0
0,2341,43,529.1666666666666,6,0.0,178,1.2097425469745446,4.1395348837209305,0
0,2352,53,310.5,6,0.0,309,1.3823455036799517,5.830188679245283,0
0,2354,59,258.6666666666667,6,0.0,295,1.0649466622338282,5.0,0
0,2357,72,402.14285714285717,7,0.0,443,1.073862303657622,6.152777777777778,0
0,2376,51,401.2,5,0.0,252,1.2175030353012348,4.9411764705882355,0
0,2377,33,310.4,5,0.0,124,1.4308815024614667,3.757575757575758,0
0,2380,75,412.7142857142857,7,0.0,539,1.2041375575359279,7.1866666666666665,0
0,2389,58,307.57142857142856,7,0.0,331,1.236465122875412,5.706896551724138,0
0,2390,20,524.25,4,0.0,36,1.1309733552923256,1.8,0
0,2403,102,241.66666666666666,9,0.0,933,1.1269150118413214,9.147058823529411,0
0,2406,30,224.4,5,0.0,81,1.1309733552923256,2.7,0
0,2408,91,444.8,5,0.0,331,0.5022906259332068,3.6373626373626373,0
0,2419,71,403.5,6,0.0,456,1.1367317992754973,6.422535211267606,0
0,2427,44,397.6,5,0.0,165,1.0709974955419748,3.75,0
0,2430,39,448.0,5,0.0,141,1.1649298202660376,3.6153846153846154,0
0,2436,61,362.6,5,0.0,157,0.5302123586278931,2.5737704918032787,0
0,2438,58,251.66666666666666,6,0.0,343,1.2812916530098681,5.913793103448276,0
0,2439,97,262.7,10,0.0,911,1.2167035423191843,9.391752577319588,0
0,2457,54,388.6,5,0.0,257,1.10752992040134,4.7592592592592595,0
0,2459,25,459.0,4,0.0,67,1.3471149298593033,2.68,0
0,2464,33,480.2,5,0.0,116,1.3385665668187916,3.515151515151515,0
0,2477,47,398.1666666666667,6,0.0,202,1.1491203549572444,4.297872340425532,0
0,2483,81,509.3333333333333,6,0.0,537,1.028523246442749,6.62962962962963,0
0,2495,61,329.57142857142856,7,0.0,341,1.1516077343446594,5.590163934426229,0
0,2505,18,353.0,5,0.0,38,1.4738335905729893,2.111111111111111,0
0,2520,37,457.5,4,0.0,149,1.3677057863692599,4.027027027027027,0
0,2521,81,323.85714285714283,7,0.0,599,1.1472726715441464,7.395061728395062,0
0,2529,72,409.6666666666667,6,0.0,470,1.1393121506074095,6.527777777777778,0
0,2541,66,645.3333333333334,6,0.0,399,1.1510518537946073,6.045454545454546,0
0,2544,42,221.0,6,0.0,148,1.0543213440618806,3.5238095238095237,0
0,2574,54,340.57142857142856,7,0.0,278,1.1980284742084533,5.148148148148148,0
0,2576,132,379.875,8,0.0,847,0.6108652381980154,6.416666666666667,0
0,2578,18,308.4,5,0.0,36,1.3962634015954636,2.0,0
0,2579,58,323.0,6,0.0,305,1.1393409742507574,5.258620689655173,0
0,2582,71,452.0,7,0.0,443,1.104324971664573,6.23943661971831,0
0,2585,68,323.7142857142857,7,0.0,449,1.2202206760050323,6.602941176470588,0
