10	4428
27	8248
45	18516
51	12750
57	6970
64	8736
74	746
133	11708
134	6762
138	11096
140	5616
149	6520
162	13088
165	12148
181	2016
183	4214
192	5708
196	9040
224	11446
241	882
262	8852
268	3404
274	2882
276	1706
277	19246
284	6644
288	5346
308	19076
319	12288
336	15790
349	12502
351	5144
358	9830
359	2062
370	14942
374	13686
383	4162
392	12360
395	12852
397	2764
411	5016
426	2608
430	9796
432	13196
457	4020
458	5392
465	52
485	12916
487	4360
490	822
491	12106
500	9524
504	17800
513	4840
520	5948
521	2284
525	6302
533	8206
534	8832
547	14462
550	13326
552	22926
554	9740
563	21452
573	1612
580	12596
582	16448
588	4822
618	6644
632	7640
634	4306
660	5598
662	9732
666	2372
674	1146
678	15106
689	9290
692	4386
697	9432
713	6700
717	25800
724	6988
728	3350
731	3856
732	5588
753	3206
754	2624
773	8692
775	15708
777	7714
779	9954
792	3226
806	11188
808	116
819	8930
840	8042
849	10164
869	1688
877	18320
879	12530
886	7706
897	9816
899	9744
903	17830
908	2162
930	10924
943	12056
944	2818
948	10696
953	2682
954	10224
959	9810
962	5862
969	23158
973	14196
987	6368
1004	5832
1007	4450
1031	4152
1032	7796
1043	5228
1066	2910
1075	114
1076	1646
1079	4504
1099	1910
1103	8248
1105	9632
1111	8182
1112	6786
1114	7518
1121	7864
1123	84
1129	7900
1133	9082
1138	9122
1148	3792
1189	32
1196	9780
1201	8412
1219	13274
1240	6612
1242	5138
1243	6972
1245	14400
1248	12168
1266	14842
1268	18432
1274	6412
1277	13576
1280	2968
1294	3510
1304	12782
1310	5252
1311	4216
1315	4510
1328	8718
1333	7384
1339	13456
1346	7186
1364	8932
1371	12730
1375	9846
1380	7020
1389	7994
1393	3360
1400	8038
1407	14162
1425	2624
1429	11460
1432	3478
1444	4734
1457	3592
1470	8040
1486	5040
1488	1776
1489	3788
1524	7884
1537	14966
1545	10198
1575	2180
1578	9750
1582	10264
1616	18890
1622	16396
1647	7512
1650	12
1665	7002
1674	2774
1686	3166
1687	4664
1697	8536
1710	4330
1711	15418
1713	4020
1716	4200
1723	4556
1733	18136
1744	7306
1757	2846
1758	11170
1788	8434
1796	1762
1799	8
1803	15792
1806	16628
1818	16
1819	3780
1828	6522
1829	9840
1839	20638
1842	19194
1848	24
1849	1598
1852	10650
1868	9326
1869	8406
1882	11860
1904	9990
1907	8052
1952	22298
1955	2670
1961	9576
1963	9894
1972	14392
1977	9480
2010	13436
2018	4580
2033	2898
2042	5170
2061	3738
2076	13482
2084	17094
2087	10028
2090	13294
2092	1448
2094	3280
2096	2300
2097	12954
2115	5780
2119	12148
2128	4548
2134	10708
2135	8196
2142	20716
2144	2636
2147	18399
2169	10230
2170	16546
2175	21260
2182	10378
2185	1242
2198	14938
2207	1992
2230	4610
2233	4774
2234	11596
2241	14856
2257	6832
2266	11462
2270	17572
2278	11460
2281	19886
2290	8558
2301	11426
2320	14088
2326	5094
2331	7792
2332	9822
2333	2542
2335	13342
2341	2340
2352	6536
2354	7122
2357	10896
2376	3636
2380	12870
2389	8784
2403	23424
2408	5980
2419	10828
2427	1194
2430	666
2436	1474
2438	8724
2439	23874
2457	4232
2477	3872
2483	11152
2495	8690
2521	12654
2529	9956
2541	8240
2544	2318
2574	6182
2576	20200
2579	7306
2582	10250
2585	10960
2602	16460
2617	11566
2623	13828
2645	5038
2650	5424
2651	3106
2658	15300
2668	3902
2687	4016
2689	5998
2690	6158
2710	840
2715	10178
2719	9422
2723	3584
2729	16530
2744	17502
2745	8796
2750	14998
2754	16606
2783	9206
2789	10926
2790	2474
2792	7000
2793	5962
2797	14570
2804	11100
2806	14134
2807	12368
2809	15632
2815	3512
2837	21698
2847	3678
2862	8752
2871	10478
2873	20484
2883	6964
2884	4150
2886	9464
2888	7454
2889	5560
2907	18766
2911	7172
2923	4270
2932	8026
2946	6500
2953	21920
2960	11162
2961	12638
2970	13640
2971	3164
2981	6262
2989	2786
2992	1950
2998	5676
3006	15306
3007	4812
3020	5526
3025	4686
3036	4592
3042	8162
3046	12
3050	14508
3059	5808
3066	13950
3071	9460
3080	13256
3082	6290
3083	11358
3090	1162
3093	11210
3095	6788
3097	9154
3099	9010
3100	13050
3110	6448
3115	4554
3118	9008
3119	1950
3126	14124
3128	7982
3129	16166
3131	10316
3137	18834
3138	7060
3141	7456
3150	16196
3163	10352
3167	12
3183	17038
3188	17690
3194	7282
3208	9444
3211	9364
3218	13598
3225	3460
3230	8326
3234	9490
3236	11062
3238	6186
3241	4038
3245	2370
3249	15352
3254	9028
3256	7366
3259	2670
3263	9728
3271	11730
3295	5336
3303	6180
3309	16312
3311	9596
3323	16678
3328	5006
3350	11624
3358	2784
3367	6514
3403	7182
3409	7620
3422	9808
3447	11112
3448	1488
3454	12102
3456	11204
3463	8736
3469	16848
3478	12176
3481	5670
3487	8426
3498	14812
3504	9234
3509	12346
3518	11234
3524	13642
3531	5964
3532	12228
3545	8736
3547	2670
3567	4370
3580	9740
3584	6382
3595	13326
3596	8906
3605	9660
3614	14028
3617	5366
3618	12860
3619	11722
3631	6096
3635	10398
3639	9356
3655	20746
3663	16420
3684	11602
3692	16072
3694	4136
3702	6612
3718	12568
3723	4506
3725	7566
3726	3506
3727	10738
3767	4728
3774	10942
3782	5696
3789	7766
3792	16910
3805	9956
3806	7396
3809	672
3817	9636
3829	4692
3835	7108
3839	9258
3847	4144
3858	15342
3871	9852
3879	7238
3886	1796
3889	3180
3890	11246
3912	9410
3917	6244
3920	6340
3936	7114
3963	9098
3975	15806
3978	14076
3981	936
3991	5250
3992	18058
3995	10348
4015	17392
4019	5962
4028	10420
4029	10924
4042	16312
4056	5802
4061	9456
4072	16
4090	5618
4097	4
4101	6378
4105	9768
4107	8182
4111	10058
4115	2752
4117	3756
4131	3800
4132	4218
4157	9080
4158	15492
4173	7486
4188	9222
4191	12388
4192	8698
4199	4498
4201	1650
4204	6284
4228	4192
4237	8990
4242	9522
4246	6418
4253	13688
4256	4536
4273	1900
4276	12680
4287	160
4300	7774
4302	12338
4307	10204
4329	20612
4332	13256
4335	9080
4350	10588
4352	19180
4353	9158
4354	3546
4362	15352
4370	1642
4371	1554
4372	10192
4376	1790
4399	10806
4405	15246
4418	1692
4435	3600
4444	1372
4450	50
4454	5508
4457	14590
4458	1336
4473	10710
4477	15078
4488	2342
4490	16742
4492	12464
4501	15156
4503	1760
4504	6044
4521	5018
4522	11160
4539	14134
4544	7378
4545	13854
4553	2200
4563	4640
4591	16860
4596	13030
4608	824
4611	8452
4615	8450
4622	5116
4630	6666
4640	7332
4647	14030
4663	19554
4667	5584
4671	2978
4680	8640
4681	10416
4690	7992
4696	9084
4703	16674
4714	11572
4720	2
4731	13582
4734	6950
4740	3192
4745	6362
4753	5748
4760	678
4761	9242
4773	20122
4776	10496
4777	11298
4779	12862
4780	5056
4781	8904
4784	7572
4791	10972
4792	10566
4795	12772
4796	8038
4809	22138
4812	7020
4813	8710
4825	5382
4828	6894
4838	3992
4839	2516
4843	18094
4849	5296
4851	11682
4858	16782
4859	6518
4867	4722
4875	11586
4901	11412
4904	15888
4916	6654
4918	6220
4920	14122
4925	10608
4940	9528
4943	12968
4966	3454
4977	13892
4979	9096
4981	5774
4983	7160
4992	9754
